Index,Entry-Date,Entry-Weekday,Entry-Time,Entry-Price,Quantity,Instrument-Kind,StrikePrice,Position,ExitDate,Exit-Weekday,ExitTime,ExitPrice,P/L,P/L-Percentage,ExpiryDate,Highest MTM(Candle Close),Lowest MTM(Candle Close),Remarks
210,2020-11-03,,09:17:00,11753.1,,,,,2020-11-03,,15:15:00,11815.1,351.0,,,1023.75,-1498.25,Exit Condition Met For Trade
210.1,2020-11-03,Tuesday,09:17:00,126.6,65,CE,11750.0,Sell,2020-11-03,Tuesday,09:37:00,151.9,-1644.5000000000007,-19.98420221169037,2020-11-05,,,Stop Loss Hit
210.2,2020-11-03,Tuesday,09:17:00,129.65,65,PE,11750.0,Sell,2020-11-03,Tuesday,15:15:00,98.95,1995.5000000000002,23.6791361357501,2020-11-05,,,Exit Condition Met For Trade
211,2020-11-04,,09:17:00,11840.85,,,,,2020-11-04,,13:19:00,11764.95,-3162.25,,,1751.75,-3162.25,
211.1,2020-11-04,Wednesday,09:17:00,114.25,65,CE,11850.0,Sell,2020-11-04,Wednesday,09:43:00,137.1,-1485.2499999999995,-19.999999999999996,2020-11-05,,,Stop Loss Hit
211.2,2020-11-04,Wednesday,09:17:00,129.0,65,PE,11850.0,Sell,2020-11-04,Wednesday,13:19:00,154.8,-1677.0000000000007,-20.000000000000007,2020-11-05,,,Stop Loss Hit
212,2020-11-05,,09:17:00,12048.85,,,,,2020-11-05,,15:15:00,12122.15,2921.75,,,2925.0,0,Exit Condition Met For Trade
212.1,2020-11-05,Thursday,09:17:00,44.0,65,CE,12050.0,Sell,2020-11-05,Thursday,10:24:00,52.8,-571.9999999999998,-19.999999999999996,2020-11-05,,,Stop Loss Hit
212.2,2020-11-05,Thursday,09:17:00,53.9,65,PE,12050.0,Sell,2020-11-05,Thursday,15:15:00,0.15,3493.75,99.72170686456401,2020-11-05,,,Exit Condition Met For Trade
213,2020-11-06,,09:17:00,12148.8,,,,,2020-11-06,,15:15:00,12265.8,1833.0,,,2161.25,0,Exit Condition Met For Trade
213.1,2020-11-06,Friday,09:17:00,116.35,65,CE,12150.0,Sell,2020-11-06,Friday,12:36:00,139.6,-1511.25,-19.982810485603782,2020-11-12,,,Stop Loss Hit
213.2,2020-11-06,Friday,09:17:00,129.8,65,PE,12150.0,Sell,2020-11-06,Friday,15:15:00,78.35,3344.250000000001,39.637904468412955,2020-11-12,,,Exit Condition Met For Trade
214,2020-11-09,,09:17:00,12422.85,,,,,2020-11-09,,15:15:00,12465.8,929.5,,,1374.75,0,Exit Condition Met For Trade
214.1,2020-11-09,Monday,09:17:00,102.8,65,CE,12400.0,Sell,2020-11-09,Monday,15:15:00,123.35,-1335.7499999999998,-19.99027237354085,2020-11-12,,,Stop Loss Hit
214.2,2020-11-09,Monday,09:17:00,97.7,65,PE,12400.0,Sell,2020-11-09,Monday,15:15:00,62.85,2265.25,35.67041965199591,2020-11-12,,,Exit Condition Met For Trade
215,2020-11-10,,09:17:00,12511.35,,,,,2020-11-10,,10:11:00,12558.85,-2382.25,,,172.25,-2382.25,
215.1,2020-11-10,Tuesday,09:17:00,96.35,65,CE,12500.0,Sell,2020-11-10,Tuesday,10:11:00,115.6,-1251.25,-19.979242345614946,2020-11-12,,,Stop Loss Hit
215.2,2020-11-10,Tuesday,09:17:00,86.9,65,PE,12500.0,Sell,2020-11-10,Tuesday,09:24:00,104.3,-1130.9999999999995,-20.02301495972381,2020-11-12,,,Stop Loss Hit
216,2020-11-11,,09:17:00,12688.3,,,,,2020-11-11,,11:16:00,12622.8,-2018.25,,,1641.25,-2018.25,
216.1,2020-11-11,Wednesday,09:17:00,64.45,65,CE,12700.0,Sell,2020-11-11,Wednesday,09:23:00,77.35,-838.4999999999994,-20.015515903801383,2020-11-12,,,Stop Loss Hit
216.2,2020-11-11,Wednesday,09:17:00,90.65,65,PE,12700.0,Sell,2020-11-11,Wednesday,11:16:00,108.8,-1179.7499999999995,-20.022062879205723,2020-11-12,,,Stop Loss Hit
217,2020-11-12,,09:17:00,12710.4,,,,,2020-11-12,,09:37:00,12691.4,-1293.5,,,0,-1293.5,
217.1,2020-11-12,Thursday,09:17:00,56.45,65,CE,12700.0,Sell,2020-11-12,Thursday,09:21:00,67.75,-734.4999999999998,-20.01771479185119,2020-11-12,,,Stop Loss Hit
217.2,2020-11-12,Thursday,09:17:00,43.1,65,PE,12700.0,Sell,2020-11-12,Thursday,09:37:00,51.7,-559.0000000000001,-19.953596287703018,2020-11-12,,,Stop Loss Hit
218,2020-11-13,,09:17:00,12637.3,,,,,2020-11-13,,15:15:00,12722.15,2479.75,,,2726.75,0,Exit Condition Met For Trade
218.1,2020-11-13,Friday,09:17:00,112.0,65,CE,12650.0,Sell,2020-11-13,Friday,10:25:00,134.4,-1456.0000000000005,-20.000000000000004,2020-11-19,,,Stop Loss Hit
218.2,2020-11-13,Friday,09:17:00,124.5,65,PE,12650.0,Sell,2020-11-13,Friday,15:15:00,63.95,3935.75,48.63453815261044,2020-11-19,,,Exit Condition Met For Trade
219,2020-11-17,,09:17:00,12871.65,,,,,2020-11-17,,15:15:00,12875.7,-611.0,,,1010.75,-796.25,Exit Condition Met For Trade
219.1,2020-11-17,Tuesday,09:17:00,85.7,65,CE,12850.0,Sell,2020-11-17,Tuesday,15:15:00,78.5,468.00000000000017,8.40140023337223,2020-11-19,,,Exit Condition Met For Trade
219.2,2020-11-17,Tuesday,09:17:00,82.95,65,PE,12850.0,Sell,2020-11-17,Tuesday,10:39:00,99.55,-1078.9999999999995,-20.012055455093424,2020-11-19,,,Stop Loss Hit
220,2020-11-18,,09:17:00,12864.6,,,,,2020-11-18,,11:11:00,12838.2,-1530.75,,,0,-1530.75,
220.1,2020-11-18,Wednesday,09:17:00,69.8,65,CE,12850.0,Sell,2020-11-18,Wednesday,09:21:00,83.75,-906.7500000000002,-19.985673352435533,2020-11-19,,,Stop Loss Hit
220.2,2020-11-18,Wednesday,09:17:00,47.9,65,PE,12850.0,Sell,2020-11-18,Wednesday,11:11:00,57.5,-624.0000000000001,-20.04175365344468,2020-11-19,,,Stop Loss Hit
221,2020-11-19,,09:17:00,12868.5,,,,,2020-11-19,,14:19:00,12818.2,-945.75,,,754.0,-945.75,
221.1,2020-11-19,Thursday,09:17:00,49.1,65,CE,12850.0,Sell,2020-11-19,Thursday,09:27:00,58.9,-636.9999999999998,-19.959266802443988,2020-11-19,,,Stop Loss Hit
221.2,2020-11-19,Thursday,09:17:00,23.8,65,PE,12850.0,Sell,2020-11-19,Thursday,14:19:00,28.55,-308.75,-19.95798319327731,2020-11-19,,,Stop Loss Hit
222,2020-11-20,,09:17:00,12804.85,,,,,2020-11-20,,11:21:00,12736.8,-2863.25,,,191.75,-2863.25,
222.1,2020-11-20,Friday,09:17:00,107.45,65,CE,12800.0,Sell,2020-11-20,Friday,09:20:00,128.95,-1397.499999999999,-20.00930665425778,2020-11-26,,,Stop Loss Hit
222.2,2020-11-20,Friday,09:17:00,112.8,65,PE,12800.0,Sell,2020-11-20,Friday,11:21:00,135.35,-1465.7499999999998,-19.991134751773046,2020-11-26,,,Stop Loss Hit
223,2020-11-23,,09:17:00,12960.25,,,,,2020-11-23,,15:15:00,12933.9,-533.0,,,1313.0,-1621.75,Exit Condition Met For Trade
223.1,2020-11-23,Monday,09:17:00,91.65,65,CE,12950.0,Sell,2020-11-23,Monday,15:15:00,81.55,656.5000000000006,11.020185488270604,2020-11-26,,,Exit Condition Met For Trade
223.2,2020-11-23,Monday,09:17:00,91.4,65,PE,12950.0,Sell,2020-11-23,Monday,09:40:00,109.7,-1189.4999999999998,-20.021881838074396,2020-11-26,,,Stop Loss Hit
224,2020-11-24,,09:17:00,12999.2,,,,,2020-11-24,,15:15:00,13050.9,1524.25,,,1735.5,-536.25,Exit Condition Met For Trade
224.1,2020-11-24,Tuesday,09:17:00,72.35,65,CE,13000.0,Sell,2020-11-24,Tuesday,09:24:00,86.8,-939.2500000000002,-19.972356599861786,2020-11-26,,,Stop Loss Hit
224.2,2020-11-24,Tuesday,09:17:00,89.75,65,PE,13000.0,Sell,2020-11-24,Tuesday,15:15:00,51.85,2463.5,42.22841225626741,2020-11-26,,,Exit Condition Met For Trade
225,2020-11-25,,09:17:00,13132.25,,,,,2020-11-25,,15:15:00,12860.7,2343.25,,,2395.25,0,Exit Condition Met For Trade
225.1,2020-11-25,Wednesday,09:17:00,57.25,65,CE,13150.0,Sell,2020-11-25,Wednesday,15:15:00,4.75,3412.5,91.70305676855895,2020-11-26,,,Exit Condition Met For Trade
225.2,2020-11-25,Wednesday,09:17:00,82.15,65,PE,13150.0,Sell,2020-11-25,Wednesday,10:26:00,98.6,-1069.2499999999993,-20.02434570906876,2020-11-26,,,Stop Loss Hit
226,2020-11-26,,09:17:00,12908.05,,,,,2020-11-26,,14:13:00,12938.95,-1150.5,,,1940.25,-1150.5,
226.1,2020-11-26,Thursday,09:17:00,44.25,65,CE,12900.0,Sell,2020-11-26,Thursday,14:13:00,53.1,-575.2500000000001,-20.000000000000004,2020-11-26,,,Stop Loss Hit
226.2,2020-11-26,Thursday,09:17:00,44.3,65,PE,12900.0,Sell,2020-11-26,Thursday,09:19:00,53.15,-575.2500000000001,-19.977426636568854,2020-11-26,,,Stop Loss Hit
227,2020-11-27,,09:17:00,12987.45,,,,,2020-11-27,,15:15:00,12979.95,-513.5,,,1998.75,-1157.0,Exit Condition Met For Trade
227.1,2020-11-27,Friday,09:17:00,125.45,65,CE,13000.0,Sell,2020-11-27,Friday,15:15:00,108.55,1098.5000000000005,13.471502590673579,2020-12-03,,,Exit Condition Met For Trade
227.2,2020-11-27,Friday,09:17:00,124.0,65,PE,13000.0,Sell,2020-11-27,Friday,14:47:00,148.8,-1612.0000000000007,-20.000000000000007,2020-12-03,,,Stop Loss Hit
228,2020-12-01,,09:17:00,12982.3,,,,,2020-12-01,,15:15:00,13107.7,3487.25,,,3861.0,-110.5,Exit Condition Met For Trade
228.1,2020-12-01,Tuesday,09:17:00,93.05,65,CE,13000.0,Sell,2020-12-01,Tuesday,09:44:00,111.65,-1209.0000000000005,-19.98925308973671,2020-12-03,,,Stop Loss Hit
228.2,2020-12-01,Tuesday,09:17:00,118.1,65,PE,13000.0,Sell,2020-12-01,Tuesday,15:15:00,45.85,4696.25,61.17696867061812,2020-12-03,,,Exit Condition Met For Trade
229,2020-12-02,,09:17:00,13100.45,,,,,2020-12-02,,12:58:00,13046.75,-2109.25,,,471.25,-2109.25,
229.1,2020-12-02,Wednesday,09:17:00,77.1,65,CE,13100.0,Sell,2020-12-02,Wednesday,09:22:00,92.5,-1001.0000000000003,-19.974059662775623,2020-12-03,,,Stop Loss Hit
229.2,2020-12-02,Wednesday,09:17:00,85.3,65,PE,13100.0,Sell,2020-12-02,Wednesday,12:58:00,102.35,-1108.2499999999998,-19.98827667057444,2020-12-03,,,Stop Loss Hit
230,2020-12-03,,09:17:00,13171.5,,,,,2020-12-03,,15:15:00,13138.5,2440.75,,,2440.75,-962.0,Exit Condition Met For Trade
230.1,2020-12-03,Thursday,09:17:00,46.35,65,CE,13150.0,Sell,2020-12-03,Thursday,15:15:00,0.65,2970.5,98.59762675296656,2020-12-03,,,Exit Condition Met For Trade
230.2,2020-12-03,Thursday,09:17:00,40.7,65,PE,13150.0,Sell,2020-12-03,Thursday,09:39:00,48.85,-529.7499999999999,-20.02457002457002,2020-12-03,,,Stop Loss Hit
231,2020-12-04,,09:17:00,13167.6,,,,,2020-12-04,,15:15:00,13256.9,1803.75,,,1803.75,-1215.5,Exit Condition Met For Trade
231.1,2020-12-04,Friday,09:17:00,122.95,65,CE,13150.0,Sell,2020-12-04,Friday,09:43:00,147.55,-1599.0000000000005,-20.008133387555922,2020-12-10,,,Stop Loss Hit
231.2,2020-12-04,Friday,09:17:00,100.8,65,PE,13150.0,Sell,2020-12-04,Friday,15:15:00,48.45,3402.7499999999995,51.9345238095238,2020-12-10,,,Exit Condition Met For Trade
232,2020-12-07,,09:17:00,13263.15,,,,,2020-12-07,,15:15:00,13358.6,1781.0,,,1950.0,-481.0,Exit Condition Met For Trade
232.1,2020-12-07,Monday,09:17:00,88.8,65,CE,13250.0,Sell,2020-12-07,Monday,09:37:00,106.55,-1153.75,-19.98873873873874,2020-12-10,,,Stop Loss Hit
232.2,2020-12-07,Monday,09:17:00,91.55,65,PE,13250.0,Sell,2020-12-07,Monday,15:15:00,46.4,2934.75,49.317312943746586,2020-12-10,,,Exit Condition Met For Trade
233,2020-12-08,,09:17:00,13374.45,,,,,2020-12-08,,15:15:00,13390.15,760.5,,,1540.5,-1953.25,Exit Condition Met For Trade
233.1,2020-12-08,Tuesday,09:17:00,82.25,65,CE,13350.0,Sell,2020-12-08,Tuesday,09:23:00,98.7,-1069.2500000000002,-20.000000000000004,2020-12-10,,,Stop Loss Hit
233.2,2020-12-08,Tuesday,09:17:00,81.2,65,PE,13350.0,Sell,2020-12-08,Tuesday,15:15:00,53.05,1829.7500000000005,34.66748768472907,2020-12-10,,,Exit Condition Met For Trade
234,2020-12-09,,09:17:00,13465.5,,,,,2020-12-09,,15:15:00,13532.6,2473.25,,,2473.25,-282.75,Exit Condition Met For Trade
234.1,2020-12-09,Wednesday,09:17:00,55.9,65,CE,13450.0,Sell,2020-12-09,Wednesday,09:35:00,67.1,-727.9999999999998,-20.03577817531305,2020-12-10,,,Stop Loss Hit
234.2,2020-12-09,Wednesday,09:17:00,71.35,65,PE,13450.0,Sell,2020-12-09,Wednesday,15:15:00,22.1,3201.2499999999995,69.0259285213735,2020-12-10,,,Exit Condition Met For Trade
235,2020-12-10,,09:17:00,13470.7,,,,,2020-12-10,,15:15:00,13471.3,1664.0,,,2905.5,-237.25,Exit Condition Met For Trade
235.1,2020-12-10,Thursday,09:17:00,59.25,65,CE,13450.0,Sell,2020-12-10,Thursday,15:15:00,27.6,2057.25,53.41772151898734,2020-12-10,,,Exit Condition Met For Trade
235.2,2020-12-10,Thursday,09:17:00,30.2,65,PE,13450.0,Sell,2020-12-10,Thursday,09:29:00,36.25,-393.25000000000006,-20.03311258278146,2020-12-10,,,Stop Loss Hit
236,2020-12-11,,09:17:00,13537.65,,,,,2020-12-11,,15:15:00,13517.3,-416.0,,,1563.25,-416.0,Exit Condition Met For Trade
236.1,2020-12-11,Friday,09:17:00,105.9,65,CE,13550.0,Sell,2020-12-11,Friday,15:15:00,88.0,1163.5000000000005,16.902738432483478,2020-12-17,,,Exit Condition Met For Trade
236.2,2020-12-11,Friday,09:17:00,121.45,65,PE,13550.0,Sell,2020-12-11,Friday,14:01:00,145.75,-1579.4999999999998,-20.008233841086863,2020-12-17,,,Stop Loss Hit
237,2020-12-14,,09:17:00,13581.8,,,,,2020-12-14,,15:15:00,13561.8,-367.25,,,994.5,-838.5,Exit Condition Met For Trade
237.1,2020-12-14,Monday,09:17:00,87.8,65,CE,13600.0,Sell,2020-12-14,Monday,15:15:00,72.0,1026.9999999999998,17.99544419134396,2020-12-17,,,Exit Condition Met For Trade
237.2,2020-12-14,Monday,09:17:00,107.2,65,PE,13600.0,Sell,2020-12-14,Monday,10:01:00,128.65,-1394.2500000000002,-20.009328358208958,2020-12-17,,,Stop Loss Hit
238,2020-12-15,,09:17:00,13515.75,,,,,2020-12-15,,14:01:00,13564.8,-2327.0,,,656.5,-2327.0,
238.1,2020-12-15,Tuesday,09:17:00,92.4,65,CE,13500.0,Sell,2020-12-15,Tuesday,14:01:00,110.9,-1202.5,-20.02164502164502,2020-12-17,,,Stop Loss Hit
238.2,2020-12-15,Tuesday,09:17:00,86.55,65,PE,13500.0,Sell,2020-12-15,Tuesday,10:08:00,103.85,-1124.4999999999998,-19.98844598497978,2020-12-17,,,Stop Loss Hit
239,2020-12-16,,09:17:00,13652.0,,,,,2020-12-16,,15:15:00,13686.05,1553.5,,,1683.5,0,Exit Condition Met For Trade
239.1,2020-12-16,Wednesday,09:17:00,58.65,65,CE,13650.0,Sell,2020-12-16,Wednesday,14:11:00,70.4,-763.7500000000005,-20.034100596760457,2020-12-17,,,Stop Loss Hit
239.2,2020-12-16,Wednesday,09:17:00,72.35,65,PE,13650.0,Sell,2020-12-16,Wednesday,15:15:00,36.7,2317.2499999999995,49.2743607463718,2020-12-17,,,Exit Condition Met For Trade
240,2020-12-17,,09:17:00,13688.3,,,,,2020-12-17,,15:15:00,13744.85,3071.25,,,3074.5,0,Exit Condition Met For Trade
240.1,2020-12-17,Thursday,09:17:00,30.35,65,CE,13700.0,Sell,2020-12-17,Thursday,09:48:00,36.4,-393.24999999999983,-19.934102141680388,2020-12-17,,,Stop Loss Hit
240.2,2020-12-17,Thursday,09:17:00,53.5,65,PE,13700.0,Sell,2020-12-17,Thursday,15:15:00,0.2,3464.5,99.62616822429906,2020-12-17,,,Exit Condition Met For Trade
241,2020-12-18,,09:17:00,13746.55,,,,,2020-12-18,,15:15:00,13763.2,-1589.25,,,237.25,-2161.25,Exit Condition Met For Trade
241.1,2020-12-18,Friday,09:17:00,101.0,65,CE,13750.0,Sell,2020-12-18,Friday,15:15:00,101.9,-58.50000000000037,-0.8910891089108968,2020-12-24,,,Exit Condition Met For Trade
241.2,2020-12-18,Friday,09:17:00,117.8,65,PE,13750.0,Sell,2020-12-18,Friday,09:40:00,141.35,-1530.7499999999998,-19.991511035653648,2020-12-24,,,Stop Loss Hit
242,2020-12-21,,09:17:00,13704.6,,,,,2020-12-21,,13:01:00,13656.5,-2476.5,,,1189.5,-2476.5,
242.1,2020-12-21,Monday,09:17:00,95.5,65,CE,13700.0,Sell,2020-12-21,Monday,09:49:00,114.6,-1241.4999999999995,-19.999999999999996,2020-12-24,,,Stop Loss Hit
242.2,2020-12-21,Monday,09:17:00,94.95,65,PE,13700.0,Sell,2020-12-21,Monday,13:01:00,113.95,-1235.0,-20.01053185887309,2020-12-24,,,Stop Loss Hit
243,2020-12-22,,09:17:00,13376.3,,,,,2020-12-22,,09:28:00,13318.95,-3081.0,,,1072.5,-3081.0,
243.1,2020-12-22,Tuesday,09:17:00,106.0,65,CE,13400.0,Sell,2020-12-22,Tuesday,09:21:00,127.2,-1378.0000000000002,-20.000000000000004,2020-12-24,,,Stop Loss Hit
243.2,2020-12-22,Tuesday,09:17:00,130.95,65,PE,13400.0,Sell,2020-12-22,Tuesday,09:28:00,157.15,-1703.0000000000011,-20.00763650248188,2020-12-24,,,Stop Loss Hit
244,2020-12-23,,09:17:00,13443.4,,,,,2020-12-23,,15:15:00,13605.25,3640.0,,,3682.25,-198.25,Exit Condition Met For Trade
244.1,2020-12-23,Wednesday,09:17:00,76.15,65,CE,13450.0,Sell,2020-12-23,Wednesday,09:19:00,91.4,-991.25,-20.026263952724882,2020-12-24,,,Stop Loss Hit
244.2,2020-12-23,Wednesday,09:17:00,82.8,65,PE,13450.0,Sell,2020-12-23,Wednesday,15:15:00,11.55,4631.25,86.05072463768116,2020-12-24,,,Exit Condition Met For Trade
245,2020-12-24,,09:17:00,13673.5,,,,,2020-12-24,,11:16:00,13650.15,-802.75,,,897.0,-802.75,
245.1,2020-12-24,Thursday,09:17:00,31.0,65,CE,13650.0,Sell,2020-12-24,Thursday,09:18:00,37.2,-403.00000000000017,-20.000000000000007,2020-12-24,,,Stop Loss Hit
245.2,2020-12-24,Thursday,09:17:00,30.85,65,PE,13650.0,Sell,2020-12-24,Thursday,11:16:00,37.0,-399.7499999999999,-19.935170178282004,2020-12-24,,,Stop Loss Hit
246,2020-12-28,,09:17:00,13844.85,,,,,2020-12-28,,15:15:00,13870.9,1274.0,,,1303.25,-65.0,Exit Condition Met For Trade
246.1,2020-12-28,Monday,09:17:00,100.5,65,CE,13850.0,Sell,2020-12-28,Monday,15:15:00,109.35,-575.2499999999997,-8.805970149253726,2020-12-31,,,Exit Condition Met For Trade
246.2,2020-12-28,Monday,09:17:00,100.8,65,PE,13850.0,Sell,2020-12-28,Monday,15:15:00,72.35,1849.2500000000002,28.224206349206355,2020-12-31,,,Exit Condition Met For Trade
247,2020-12-29,,09:17:00,13935.15,,,,,2020-12-29,,15:15:00,13932.5,-585.0,,,393.25,-1267.5,Exit Condition Met For Trade
247.1,2020-12-29,Tuesday,09:17:00,76.95,65,CE,13950.0,Sell,2020-12-29,Tuesday,15:15:00,68.85,526.5000000000006,10.526315789473696,2020-12-31,,,Exit Condition Met For Trade
247.2,2020-12-29,Tuesday,09:17:00,85.5,65,PE,13950.0,Sell,2020-12-29,Tuesday,10:47:00,102.6,-1111.4999999999995,-19.999999999999996,2020-12-31,,,Stop Loss Hit
248,2020-12-30,,09:17:00,13950.1,,,,,2020-12-30,,15:15:00,13986.05,-461.5,,,1553.5,-549.25,Exit Condition Met For Trade
248.1,2020-12-30,Wednesday,09:17:00,74.45,65,CE,13950.0,Sell,2020-12-30,Wednesday,15:15:00,68.05,416.00000000000034,8.596373404969786,2020-12-31,,,Exit Condition Met For Trade
248.2,2020-12-30,Wednesday,09:17:00,67.45,65,PE,13950.0,Sell,2020-12-30,Wednesday,09:18:00,80.95,-877.5,-20.014825796886583,2020-12-31,,,Stop Loss Hit
249,2020-12-31,,09:17:00,13961.3,,,,,2020-12-31,,15:15:00,13985.35,2148.25,,,2148.25,-104.0,Exit Condition Met For Trade
249.1,2020-12-31,Thursday,09:17:00,44.25,65,CE,13950.0,Sell,2020-12-31,Thursday,09:21:00,53.1,-575.2500000000001,-20.000000000000004,2020-12-31,,,Stop Loss Hit
249.2,2020-12-31,Thursday,09:17:00,42.15,65,PE,13950.0,Sell,2020-12-31,Thursday,15:15:00,0.25,2723.5,99.40688018979834,2020-12-31,,,Exit Condition Met For Trade
250,2021-01-01,,09:17:00,14009.05,,,,,2021-01-01,,15:15:00,14015.0,2626.0,,,2853.5,0,Exit Condition Met For Trade
250.1,2021-01-01,Friday,09:17:00,127.85,65,CE,14000.0,Sell,2021-01-01,Friday,15:15:00,121.7,399.74999999999943,4.8103245991396095,2021-01-07,,,Exit Condition Met For Trade
250.2,2021-01-01,Friday,09:17:00,126.55,65,PE,14000.0,Sell,2021-01-01,Friday,15:15:00,92.3,2226.25,27.064401422362703,2021-01-07,,,Exit Condition Met For Trade
251,2021-01-04,,09:17:00,14088.4,,,,,2021-01-04,,15:15:00,14128.0,-1972.75,,,1079.0,-2141.75,Exit Condition Met For Trade
251.1,2021-01-04,Monday,09:17:00,87.0,65,CE,14100.0,Sell,2021-01-04,Monday,15:15:00,97.65,-692.2500000000003,-12.241379310344833,2021-01-07,,,Exit Condition Met For Trade
251.2,2021-01-04,Monday,09:17:00,98.5,65,PE,14100.0,Sell,2021-01-04,Monday,10:58:00,118.2,-1280.5000000000002,-20.000000000000004,2021-01-07,,,Stop Loss Hit
252,2021-01-05,,09:17:00,14077.0,,,,,2021-01-05,,15:15:00,14207.2,2213.25,,,2245.75,-351.0,Exit Condition Met For Trade
252.1,2021-01-05,Tuesday,09:17:00,76.05,65,CE,14100.0,Sell,2021-01-05,Tuesday,11:24:00,91.25,-988.0000000000002,-19.98685075608153,2021-01-07,,,Stop Loss Hit
252.2,2021-01-05,Tuesday,09:17:00,94.85,65,PE,14100.0,Sell,2021-01-05,Tuesday,15:15:00,45.6,3201.2499999999995,51.92409066947812,2021-01-07,,,Exit Condition Met For Trade
253,2021-01-06,,09:17:00,14224.2,,,,,2021-01-06,,15:15:00,14148.85,1550.25,,,2236.0,-825.5,Exit Condition Met For Trade
253.1,2021-01-06,Wednesday,09:17:00,75.35,65,CE,14200.0,Sell,2021-01-06,Wednesday,15:15:00,38.0,2427.7499999999995,49.568679495686794,2021-01-07,,,Exit Condition Met For Trade
253.2,2021-01-06,Wednesday,09:17:00,67.5,65,PE,14200.0,Sell,2021-01-06,Wednesday,09:34:00,81.0,-877.5,-20.0,2021-01-07,,,Stop Loss Hit
254,2021-01-07,,09:17:00,14226.5,,,,,2021-01-07,,15:15:00,14135.65,877.5,,,968.5,0,Exit Condition Met For Trade
254.1,2021-01-07,Thursday,09:17:00,25.05,65,CE,14250.0,Sell,2021-01-07,Thursday,15:15:00,0.1,1621.75,99.60079840319361,2021-01-07,,,Exit Condition Met For Trade
254.2,2021-01-07,Thursday,09:17:00,57.35,65,PE,14250.0,Sell,2021-01-07,Thursday,10:23:00,68.8,-744.2499999999998,-19.965126416739313,2021-01-07,,,Stop Loss Hit
255,2021-01-08,,09:17:00,14238.1,,,,,2021-01-08,,15:15:00,14357.25,1660.75,,,1660.75,-188.5,Exit Condition Met For Trade
255.1,2021-01-08,Friday,09:17:00,102.15,65,CE,14250.0,Sell,2021-01-08,Friday,10:24:00,122.6,-1329.2499999999993,-20.01957905041604,2021-01-14,,,Stop Loss Hit
255.2,2021-01-08,Friday,09:17:00,123.05,65,PE,14250.0,Sell,2021-01-08,Friday,15:15:00,77.05,2990.0,37.38317757009346,2021-01-14,,,Exit Condition Met For Trade
256,2021-01-11,,09:17:00,14412.35,,,,,2021-01-11,,15:15:00,14486.8,1082.25,,,1417.0,-1478.75,Exit Condition Met For Trade
256.1,2021-01-11,Monday,09:17:00,94.6,65,CE,14400.0,Sell,2021-01-11,Monday,09:26:00,113.5,-1228.5000000000005,-19.97885835095138,2021-01-14,,,Stop Loss Hit
256.2,2021-01-11,Monday,09:17:00,110.45,65,PE,14400.0,Sell,2021-01-11,Monday,15:15:00,74.9,2310.75,32.186509732910814,2021-01-14,,,Exit Condition Met For Trade
257,2021-01-12,,09:17:00,14463.55,,,,,2021-01-12,,15:15:00,14569.6,2567.5,,,2674.75,-217.75,Exit Condition Met For Trade
257.1,2021-01-12,Tuesday,09:17:00,94.3,65,CE,14450.0,Sell,2021-01-12,Tuesday,11:21:00,113.15,-1225.2500000000005,-19.989395546129384,2021-01-14,,,Stop Loss Hit
257.2,2021-01-12,Tuesday,09:17:00,97.4,65,PE,14450.0,Sell,2021-01-12,Tuesday,15:15:00,39.05,3792.7500000000005,59.9075975359343,2021-01-14,,,Exit Condition Met For Trade
258,2021-01-13,,09:17:00,14626.2,,,,,2021-01-13,,11:34:00,14560.3,-1862.25,,,968.5,-1862.25,
258.1,2021-01-13,Wednesday,09:17:00,44.3,65,CE,14650.0,Sell,2021-01-13,Wednesday,09:40:00,53.15,-575.2500000000001,-19.977426636568854,2021-01-14,,,Stop Loss Hit
258.2,2021-01-13,Wednesday,09:17:00,99.05,65,PE,14650.0,Sell,2021-01-13,Wednesday,11:34:00,118.85,-1286.9999999999998,-19.989904088844018,2021-01-14,,,Stop Loss Hit
259,2021-01-14,,09:17:00,14548.9,,,,,2021-01-14,,13:50:00,14600.4,-1111.5,,,1209.0,-1111.5,
259.1,2021-01-14,Thursday,09:17:00,44.7,65,CE,14550.0,Sell,2021-01-14,Thursday,13:50:00,53.65,-581.7499999999998,-20.02237136465323,2021-01-14,,,Stop Loss Hit
259.2,2021-01-14,Thursday,09:17:00,40.85,65,PE,14550.0,Sell,2021-01-14,Thursday,09:30:00,49.0,-529.7499999999999,-19.951040391676862,2021-01-14,,,Stop Loss Hit
260,2021-01-15,,09:17:00,14607.1,,,,,2021-01-15,,15:15:00,14433.45,2119.0,,,2356.25,-705.25,Exit Condition Met For Trade
260.1,2021-01-15,Friday,09:17:00,132.85,65,CE,14600.0,Sell,2021-01-15,Friday,15:15:00,73.95,3828.4999999999995,44.33571697403086,2021-01-21,,,Exit Condition Met For Trade
260.2,2021-01-15,Friday,09:17:00,131.45,65,PE,14600.0,Sell,2021-01-15,Friday,09:31:00,157.75,-1709.5000000000007,-20.007607455306207,2021-01-21,,,Stop Loss Hit
261,2021-01-18,,09:17:00,14393.75,,,,,2021-01-18,,15:15:00,14287.8,2310.75,,,2310.75,-1257.75,Exit Condition Met For Trade
